,income
2142,0.004
2143,0.132
2144,0.059
2145,0.072
2146,0.002
2147,0.019
2148,0.055
2149,0.094
2150,0.003
2151,0.111
2152,0.0
2153,0.988
2154,0.032
2155,0.018
2156,0.103
2157,0.53
2158,0.994
2159,0.694
2160,1.0
2161,0.001
2162,0.0
2163,0.243
2164,0.722
2165,0.0
2166,0.213
2167,0.973
2168,0.084
2169,0.001
2170,0.105
2171,0.002
2172,0.105
2173,0.013
2174,0.144
2175,0.783
2176,0.395
2177,0.012
2178,0.229
2179,0.942
2180,0.89
2181,0.814
2182,0.695
2183,0.084
2184,0.62
2185,0.002
2186,0.098
2187,0.015
2188,0.002
2189,0.031
2190,0.664
2191,0.001
2192,0.001
2193,0.026
2194,0.269
2195,0.13
2196,0.836
2197,0.001
2198,0.881
2199,0.193
2200,0.324
2201,0.422
2202,0.019
2203,0.048
2204,0.004
2205,0.65
2206,0.703
2207,0.002
2208,0.15
2209,0.053
2210,0.016
2211,0.014
2212,0.062
2213,0.644
2214,0.014
2215,0.708
2216,0.0
2217,0.992
2218,0.0
2219,0.007
2220,0.0
2221,0.005
2222,0.0
2223,0.001
2224,0.002
2225,0.003
2226,0.001
2227,0.732
2228,0.826
2229,0.069
2230,0.996
2231,0.023
2232,0.036
2233,0.796
2234,0.001
2235,0.019
2236,0.735
2237,0.586
2238,0.013
2239,0.242
2240,0.992
2241,0.0
2242,0.732
2243,0.646
2244,0.048
2245,0.878
2246,0.031
2247,0.061
2248,0.0
2249,0.597
2250,0.166
2251,0.014
2252,0.862
2253,0.011
2254,0.625
2255,0.008
2256,0.632
2257,0.0
2258,0.983
2259,0.04
2260,0.001
2261,0.136
2262,0.0
2263,0.008
2264,0.002
2265,0.822
2266,0.0
2267,0.003
2268,0.046
2269,0.171
2270,0.005
2271,0.008
2272,0.0
2273,0.156
2274,0.272
2275,0.143
2276,0.009
2277,0.101
2278,0.0
2279,0.067
2280,0.001
2281,0.0
2282,0.696
2283,0.047
2284,0.043
2285,0.002
2286,0.904
2287,0.852
2288,0.043
2289,0.009
2290,0.0
2291,0.041
2292,0.0
2293,0.936
2294,0.011
2295,0.001
2296,0.0
2297,0.039
2298,0.07
2299,0.001
2300,0.138
2301,0.005
2302,0.034
2303,0.007
2304,0.998
2305,0.228
2306,0.167
2307,0.0
2308,1.0
2309,0.003
2310,0.025
2311,0.711
2312,0.828
2313,0.0
2314,0.219
2315,0.065
2316,0.858
2317,0.055
2318,0.86
2319,0.993
2320,0.002
2321,0.929
2322,0.002
2323,0.0
2324,0.873
2325,0.98
2326,0.046
2327,0.071
2328,0.043
2329,0.024
2330,0.767
2331,0.084
2332,0.925
2333,0.023
2334,0.988
2335,0.0
2336,0.001
2337,0.0
2338,0.0
2339,0.833
2340,0.002
2341,0.243
2342,0.005
2343,0.0
2344,0.999
2345,0.327
2346,0.135
2347,0.0
2348,0.649
2349,0.002
2350,0.063
2351,0.985
2352,0.987
2353,0.129
2354,0.0
2355,0.049
2356,0.0
2357,0.098
2358,0.006
2359,0.0
2360,0.24
2361,0.959
2362,0.993
2363,0.0
2364,0.001
2365,0.008
2366,0.084
2367,0.39
2368,0.0
2369,0.075
2370,0.151
2371,0.092
2372,0.02
2373,0.276
2374,0.116
2375,0.008
2376,0.002
2377,0.795
2378,0.002
2379,0.03
2380,0.0
2381,0.0
2382,0.057
2383,0.008
2384,0.0
2385,0.999
2386,0.816
2387,0.233
2388,0.018
2389,0.188
2390,0.759
2391,0.021
2392,0.07
2393,0.0
2394,0.0
2395,0.001
2396,0.789
2397,0.0
2398,0.0
2399,0.008
2400,0.0
2401,0.0
2402,0.015
2403,0.905
2404,0.453
2405,0.189
2406,0.78
2407,0.022
2408,0.031
2409,0.0
2410,0.114
2411,0.025
2412,0.002
2413,0.007
2414,0.942
2415,0.806
2416,0.147
2417,0.0
2418,0.003
2419,0.056
2420,0.506
2421,0.023
2422,0.028
2423,0.013
2424,0.007
2425,0.692
2426,0.913
2427,0.0
2428,0.0
2429,0.095
2430,0.994
2431,0.742
2432,0.161
2433,0.919
2434,0.003
2435,0.001
2436,0.03
2437,0.003
2438,0.0
2439,0.191
2440,0.048
2441,0.026
2442,0.003
2443,0.0
2444,0.0
2445,0.069
2446,0.012
2447,0.001
2448,0.03
2449,0.0
2450,0.141
2451,0.002
2452,0.002
2453,0.049
2454,0.003
2455,0.003
2456,0.06
2457,0.254
2458,0.005
2459,0.001
2460,0.437
2461,0.008
2462,0.998
2463,0.029
2464,0.011
2465,0.419
2466,0.023
2467,0.003
2468,0.268
2469,0.204
2470,0.876
2471,0.039
2472,0.284
2473,0.874
2474,0.007
2475,0.0
2476,0.003
2477,0.0
2478,0.078
2479,0.045
2480,0.252
2481,0.997
2482,0.0
2483,0.125
2484,0.977
2485,0.065
2486,0.022
2487,0.0
2488,0.025
2489,0.156
2490,0.006
2491,0.117
2492,0.0
2493,0.001
2494,0.021
2495,0.974
2496,0.0
2497,0.892
2498,0.733
2499,0.0
2500,0.003
2501,0.128
2502,0.017
2503,0.097
2504,0.012
2505,0.709
2506,0.0
2507,0.716
2508,0.65
2509,0.763
2510,0.031
2511,0.025
2512,0.777
2513,0.094
2514,0.783
2515,0.0
2516,0.022
2517,0.979
2518,0.001
2519,0.559
2520,0.789
2521,0.306
2522,0.062
2523,0.011
2524,0.01
2525,0.015
2526,0.012
2527,0.064
2528,0.097
2529,0.905
2530,0.001
2531,0.0
2532,0.003
2533,0.008
2534,0.171
2535,0.004
2536,0.001
2537,0.053
2538,0.909
2539,0.003
2540,0.006
2541,0.87
2542,0.124
2543,0.031
2544,0.0
2545,0.046
2546,0.683
2547,0.001
2548,0.013
2549,0.226
2550,0.0
2551,0.02
2552,0.272
2553,0.0
2554,0.043
2555,0.0
2556,0.976
2557,0.001
2558,0.204
2559,0.404
2560,0.813
2561,0.0
2562,0.01
2563,0.002
2564,0.0
2565,0.002
2566,0.092
2567,0.004
2568,0.024
2569,0.992
2570,0.798
2571,0.0
2572,0.028
2573,0.003
2574,0.998
2575,0.0
2576,0.818
2577,0.025
2578,0.772
2579,0.096
2580,0.779
2581,0.0
2582,0.053
2583,1.0
2584,0.017
2585,0.0
2586,0.001
2587,0.602
2588,0.696
2589,0.943
2590,0.006
2591,0.026
2592,0.011
2593,0.988
2594,0.042
2595,0.02
2596,0.0
2597,0.961
2598,0.763
2599,0.788
2600,0.102
2601,0.188
2602,0.023
2603,0.649
2604,0.0
2605,0.035
2606,0.0
2607,0.989
2608,0.0
2609,0.322
2610,0.004
2611,0.057
2612,0.144
2613,0.0
2614,0.848
2615,0.085
2616,0.0
2617,0.0
2618,0.721
2619,0.101
2620,0.794
2621,0.013
2622,0.175
2623,0.004
2624,0.569
2625,0.067
2626,0.997
2627,0.015
2628,0.002
2629,0.288
2630,0.025
2631,0.988
2632,0.065
2633,0.931
2634,0.002
2635,0.805
2636,0.0
2637,0.926
2638,0.538
2639,0.007
2640,0.041
2641,0.119
2642,0.017
2643,0.999
2644,0.0
2645,0.254
2646,0.007
2647,0.041
2648,0.014
2649,0.051
2650,0.0
2651,0.267
2652,0.848
2653,0.002
2654,0.194
2655,0.006
2656,0.0
2657,0.0
2658,0.15
2659,0.169
2660,0.528
2661,0.257
2662,0.001
2663,0.674
2664,0.981
2665,0.605
2666,0.0
2667,0.026
2668,0.023
2669,0.661
2670,0.79
2671,0.005
2672,0.629
2673,0.0
2674,0.003
2675,0.124
2676,0.072
2677,0.006
2678,0.013
2679,0.024
2680,0.073
2681,0.192
2682,0.102
2683,0.88
2684,0.051
2685,0.001
2686,0.005
2687,0.996
2688,0.618
2689,0.0
2690,0.013
2691,0.118
2692,0.049
2693,0.059
2694,0.064
2695,0.999
2696,0.0
2697,0.187
2698,0.019
2699,0.266
2700,0.012
2701,0.04
2702,0.294
2703,0.0
2704,0.0
2705,0.004
2706,0.026
2707,0.996
2708,0.003
2709,0.0
2710,0.788
2711,0.0
2712,0.0
2713,0.934
2714,0.0
2715,0.011
2716,0.947
2717,0.141
2718,0.247
2719,0.77
2720,0.003
2721,0.793
2722,0.0
2723,0.0
2724,0.241
2725,0.636
2726,0.649
2727,0.004
2728,0.0
2729,0.0
2730,0.007
2731,0.91
2732,0.003
2733,0.028
2734,0.095
2735,0.016
2736,0.848
2737,0.064
2738,0.968
2739,0.001
2740,1.0
2741,0.156
2742,0.011
2743,0.303
2744,0.994
2745,0.033
2746,0.03
2747,0.046
2748,0.112
2749,0.0
2750,0.107
2751,0.026
2752,0.726
2753,0.483
2754,0.008
2755,0.0
2756,0.991
2757,0.0
2758,0.013
2759,0.841
2760,0.272
2761,0.056
2762,0.625
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,0.491
2768,0.008
2769,0.077
2770,0.007
2771,0.199
2772,0.0
2773,0.0
2774,0.786
2775,0.971
2776,0.002
2777,0.055
2778,0.007
2779,0.134
2780,0.263
2781,0.816
2782,0.0
2783,0.557
2784,0.192
2785,0.002
2786,0.281
2787,0.0
2788,0.009
2789,0.055
2790,0.059
2791,0.029
2792,0.161
2793,0.105
2794,0.247
2795,0.004
2796,1.0
2797,0.051
2798,0.01
2799,0.339
2800,0.812
2801,0.0
2802,0.221
2803,0.021
2804,0.134
2805,0.0
2806,0.153
2807,0.001
2808,0.004
2809,0.001
2810,0.15
2811,0.003
2812,0.183
2813,0.154
2814,0.001
2815,0.076
2816,0.116
2817,0.001
2818,0.013
2819,0.0
2820,0.274
2821,0.0
2822,0.003
2823,0.002
2824,0.176
2825,0.2
2826,0.064
2827,0.0
2828,0.958
2829,0.658
2830,0.169
2831,0.729
2832,0.735
2833,0.991
2834,0.014
2835,0.0
2836,0.053
2837,0.097
2838,0.003
2839,0.013
2840,0.93
2841,0.076
2842,0.17
2843,0.671
2844,0.997
2845,0.897
2846,0.122
2847,0.001
2848,0.861
2849,0.0
2850,0.145
2851,0.001
2852,0.1
2853,0.002
2854,0.001
2855,0.002
2856,0.346
2857,0.033
2858,0.0
2859,0.862
2860,0.923
2861,0.009
2862,0.004
2863,0.204
2864,0.075
2865,0.003
2866,0.254
2867,0.016
2868,0.001
2869,0.0
2870,0.015
2871,0.837
2872,0.806
2873,0.012
2874,0.986
2875,0.004
2876,0.0
2877,0.029
2878,0.014
2879,0.0
2880,0.0
2881,0.005
2882,0.717
2883,0.9
2884,0.022
2885,0.011
2886,0.995
2887,0.387
2888,0.154
2889,0.15
2890,0.011
2891,0.013
2892,0.142
2893,0.004
2894,0.896
2895,0.002
2896,0.651
2897,0.001
2898,0.006
2899,0.027
2900,0.814
2901,0.946
2902,0.015
2903,0.859
2904,0.072
2905,0.009
2906,0.0
2907,0.005
2908,0.0
2909,0.931
2910,0.0
2911,0.0
2912,0.006
2913,0.069
2914,0.002
2915,0.682
2916,0.003
2917,0.694
2918,0.35
2919,0.801
2920,0.115
2921,0.0
2922,0.015
2923,0.112
2924,0.003
2925,0.91
2926,0.022
2927,0.003
2928,0.014
2929,0.063
2930,0.0
2931,0.02
2932,0.009
2933,0.675
2934,0.0
2935,0.097
2936,0.004
2937,0.0
2938,0.104
2939,0.063
2940,0.0
2941,0.726
2942,0.002
2943,0.013
2944,0.001
2945,0.0
2946,0.004
2947,0.0
2948,0.747
2949,0.003
2950,0.733
2951,0.019
2952,0.017
2953,0.501
2954,0.0
2955,0.223
2956,0.844
2957,0.036
2958,0.006
2959,0.201
2960,0.006
2961,0.008
2962,0.779
2963,0.043
2964,0.001
2965,0.38
2966,0.001
2967,0.025
2968,0.818
2969,0.006
2970,0.043
2971,0.804
2972,0.006
2973,0.707
2974,0.093
2975,0.002
2976,0.0
2977,0.843
2978,0.016
2979,0.0
2980,0.838
2981,0.0
2982,0.199
2983,0.01
2984,0.001
2985,0.0
2986,0.643
2987,0.004
2988,0.001
2989,0.753
2990,0.001
2991,0.068
2992,0.014
2993,0.052
2994,0.304
2995,0.033
2996,0.162
2997,0.002
2998,0.011
2999,0.002
3000,0.0
3001,0.086
3002,0.001
3003,0.011
3004,0.002
3005,0.0
3006,0.025
3007,0.026
3008,0.0
3009,0.197
3010,0.066
3011,0.851
3012,0.929
3013,0.383
3014,0.647
3015,0.038
3016,0.582
3017,0.886
3018,0.002
3019,0.043
3020,0.915
3021,0.949
3022,0.831
3023,0.007
3024,0.0
3025,0.079
3026,0.069
3027,0.995
3028,0.0
3029,0.16
3030,0.0
3031,0.04
3032,0.579
3033,0.021
3034,0.21
3035,0.75
3036,0.177
3037,0.003
3038,0.295
3039,0.229
3040,0.877
3041,0.003
3042,0.274
3043,0.0
3044,0.0
3045,0.085
3046,0.011
3047,0.043
3048,0.039
3049,0.995
3050,0.993
3051,0.204
3052,0.767
3053,0.065
3054,0.033
3055,0.144
3056,0.443
3057,0.004
3058,0.0
3059,0.257
3060,0.0
3061,0.164
3062,0.057
3063,0.007
3064,0.716
3065,0.002
3066,0.0
3067,0.15
3068,0.029
3069,0.049
3070,0.0
3071,0.991
3072,0.0
3073,0.003
3074,0.0
3075,0.0
3076,0.24
3077,0.974
3078,0.0
3079,0.763
3080,0.698
3081,0.002
3082,0.345
3083,0.0
3084,0.0
3085,0.077
3086,0.018
3087,0.0
3088,0.0
3089,0.989
3090,0.011
3091,0.983
3092,0.216
3093,0.961
3094,0.764
3095,0.962
3096,0.0
3097,0.043
3098,0.007
3099,0.0
3100,0.155
3101,0.202
3102,0.009
3103,0.0
3104,0.343
3105,0.999
3106,0.981
3107,0.849
3108,0.822
3109,0.0
3110,0.04
3111,0.977
3112,0.0
3113,1.0
3114,0.0
3115,0.498
3116,0.832
3117,0.019
3118,0.003
3119,0.076
3120,0.002
3121,0.0
3122,0.712
3123,0.044
3124,0.0
3125,0.993
3126,0.078
3127,0.002
3128,0.086
3129,0.655
3130,0.007
3131,0.001
3132,0.239
3133,0.899
3134,0.939
3135,0.271
3136,0.061
3137,0.813
3138,0.004
3139,0.0
3140,0.815
3141,0.024
3142,0.161
3143,0.972
3144,0.936
3145,0.127
3146,0.003
3147,0.001
3148,0.219
3149,0.215
3150,0.332
3151,0.004
3152,0.772
3153,0.975
3154,0.79
3155,0.984
3156,0.739
3157,0.004
3158,0.015
3159,0.548
3160,0.081
3161,0.0
3162,0.0
3163,0.741
3164,0.855
3165,0.024
3166,0.784
3167,0.888
3168,0.814
3169,0.06
3170,0.0
3171,0.572
3172,0.079
3173,0.075
3174,0.104
3175,0.98
3176,0.9
3177,0.0
3178,0.032
3179,0.003
3180,0.731
3181,0.0
3182,0.009
3183,0.013
3184,0.13
3185,0.962
3186,0.267
3187,0.047
3188,0.068
3189,0.348
3190,0.667
3191,0.0
3192,0.052
3193,0.006
3194,0.001
3195,0.002
3196,0.002
3197,0.637
3198,0.717
3199,0.75
3200,0.029
3201,0.069
3202,0.062
3203,0.327
3204,0.811
3205,0.0
3206,0.977
3207,0.002
3208,0.011
3209,0.011
3210,0.04
3211,0.008
3212,0.811
3213,0.005
3214,0.0
3215,0.148
3216,0.803
3217,0.775
3218,0.927
3219,0.013
3220,0.767
3221,0.156
3222,0.004
3223,0.112
3224,0.979
3225,0.955
3226,0.053
3227,0.1
3228,0.0
3229,0.01
3230,0.886
3231,0.107
3232,0.027
3233,0.002
3234,0.0
3235,0.013
3236,0.058
3237,0.008
3238,0.299
3239,0.001
3240,0.002
3241,0.001
3242,0.006
3243,0.003
3244,0.1
3245,0.904
3246,0.017
3247,0.955
3248,0.36
3249,1.0
3250,0.182
3251,0.0
3252,0.727
3253,0.002
3254,0.476
3255,0.008
3256,0.842
3257,0.018
3258,0.001
3259,0.242
3260,0.977
3261,0.0
3262,0.252
3263,0.008
3264,0.043
3265,0.74
3266,0.671
3267,0.699
3268,0.746
3269,0.015
3270,0.001
3271,0.962
3272,0.014
3273,0.19
3274,0.995
3275,0.059
3276,0.258
3277,0.114
3278,0.916
3279,0.009
3280,0.044
3281,0.363
3282,0.053
3283,0.001
3284,0.384
3285,0.0
3286,0.001
3287,0.249
3288,0.254
3289,0.098
3290,0.635
3291,0.17
3292,0.924
3293,0.119
3294,0.005
3295,0.0
3296,0.274
3297,0.791
3298,0.003
3299,0.0
3300,0.008
3301,0.042
3302,0.037
3303,0.165
3304,0.005
3305,0.058
3306,0.005
3307,0.015
3308,0.032
3309,0.148
3310,0.005
3311,0.944
3312,0.055
3313,0.0
3314,0.006
3315,0.004
3316,0.025
3317,0.996
3318,0.116
3319,0.0
3320,0.004
3321,0.633
3322,0.2
3323,0.058
3324,0.105
3325,0.0
3326,0.028
3327,0.056
3328,0.822
3329,0.045
3330,0.004
3331,0.0
3332,0.026
3333,0.717
3334,0.0
3335,0.0
3336,0.694
3337,0.989
3338,0.0
3339,0.019
3340,0.003
3341,0.066
3342,0.01
3343,0.222
3344,0.0
3345,0.001
3346,0.001
3347,0.004
3348,0.086
3349,0.821
3350,0.001
3351,0.01
3352,0.123
3353,0.994
3354,0.0
3355,0.006
3356,0.002
3357,0.01
3358,0.413
3359,0.85
3360,0.76
3361,0.0
3362,0.001
3363,0.147
3364,0.0
3365,0.978
3366,0.028
3367,0.531
3368,0.996
3369,0.621
3370,0.337
3371,0.0
3372,0.009
3373,0.004
3374,0.086
3375,0.1
3376,0.074
3377,0.354
3378,0.053
3379,0.0
3380,0.0
3381,0.922
3382,0.759
3383,0.152
3384,0.969
3385,0.045
3386,0.053
3387,0.663
3388,0.591
3389,0.994
3390,0.981
3391,0.0
3392,0.88
3393,0.109
3394,0.0
3395,0.836
3396,0.097
3397,0.008
3398,0.962
3399,0.207
3400,0.094
3401,0.745
3402,0.01
3403,0.001
3404,0.014
3405,0.235
3406,0.083
3407,0.893
3408,0.705
3409,0.057
3410,0.945
3411,0.003
3412,0.12
3413,1.0
3414,0.1
3415,0.216
3416,0.056
3417,0.003
3418,0.997
3419,0.044
3420,0.001
3421,0.001
3422,0.005
3423,0.069
3424,0.001
3425,0.0
3426,0.095
3427,0.663
3428,0.304
3429,0.0
3430,0.712
3431,0.0
3432,0.085
3433,0.173
3434,0.002
3435,0.786
3436,0.169
3437,0.015
3438,0.886
3439,0.052
3440,0.014
3441,0.0
3442,0.76
3443,0.001
3444,0.191
3445,0.854
3446,0.044
3447,0.03
3448,0.974
3449,0.075
3450,0.075
3451,0.999
3452,0.01
3453,0.0
3454,0.049
3455,0.0
3456,0.0
3457,0.0
3458,0.149
3459,0.0
3460,0.754
3461,0.008
3462,0.008
3463,0.0
3464,0.973
3465,0.001
3466,0.978
3467,0.013
3468,0.82
3469,0.331
3470,0.074
3471,0.131
3472,0.0
3473,0.0
3474,0.081
3475,0.796
3476,0.0
3477,0.787
3478,0.676
3479,0.044
3480,0.991
3481,0.0
3482,0.002
3483,0.342
3484,0.008
3485,0.918
3486,0.001
3487,0.0
3488,0.119
3489,0.934
3490,0.006
3491,0.001
3492,0.609
3493,0.2
3494,0.002
3495,0.001
3496,0.0
3497,0.768
3498,0.006
3499,0.422
3500,0.319
3501,0.021
3502,0.964
3503,0.003
3504,0.003
3505,0.252
3506,0.004
3507,0.036
3508,0.225
3509,0.0
3510,0.009
3511,0.027
3512,0.0
3513,0.645
3514,0.007
3515,0.105
3516,0.001
3517,0.774
3518,0.941
3519,0.127
3520,0.01
3521,0.173
3522,0.141
3523,0.992
3524,0.0
3525,0.122
3526,0.0
3527,0.003
3528,0.0
3529,0.002
3530,0.767
3531,0.001
3532,0.014
3533,0.205
3534,0.0
3535,0.0
3536,0.938
3537,0.006
3538,0.455
3539,0.722
3540,0.905
3541,0.133
3542,0.051
3543,0.907
3544,0.003
3545,0.014
3546,0.0
3547,0.052
3548,0.004
3549,0.0
3550,0.144
3551,0.001
3552,0.988
3553,0.006
3554,0.005
3555,0.0
3556,0.024
3557,0.225
3558,0.001
3559,0.969
3560,0.023
3561,0.997
3562,0.003
3563,0.099
3564,0.183
3565,0.004
3566,0.0
3567,0.07
3568,0.682
3569,0.012
3570,0.0
3571,0.637
3572,0.0
3573,0.006
3574,0.976
3575,0.97
3576,0.0
3577,0.993
3578,0.84
3579,0.005
3580,0.71
3581,0.162
3582,0.038
3583,0.97
3584,0.096
3585,0.0
3586,0.006
3587,0.019
3588,0.001
3589,0.001
3590,0.008
3591,0.0
3592,0.006
3593,0.347
3594,0.989
3595,0.751
3596,0.0
3597,0.001
3598,0.035
3599,0.659
3600,0.011
3601,0.083
3602,0.921
3603,0.007
3604,0.09
3605,0.0
3606,0.048
3607,0.026
3608,0.0
3609,0.001
3610,0.066
3611,0.068
3612,0.968
3613,0.001
3614,0.113
3615,0.005
3616,0.027
3617,0.007
3618,0.0
3619,0.064
3620,0.006
3621,0.067
3622,0.016
3623,0.01
3624,0.01
3625,0.327
3626,0.653
3627,0.215
3628,0.001
3629,0.334
3630,0.081
3631,0.017
3632,0.005
3633,0.009
3634,0.032
3635,0.012
3636,0.085
3637,0.001
3638,0.002
3639,0.986
3640,0.085
3641,0.005
3642,0.004
3643,0.156
3644,0.008
3645,0.0
3646,0.196
3647,0.148
3648,0.0
3649,0.0
3650,0.0
3651,0.99
3652,0.994
3653,0.022
3654,0.11
3655,0.986
3656,0.1
3657,0.982
3658,0.0
3659,0.687
3660,0.205
3661,0.005
3662,0.007
3663,0.045
3664,0.506
3665,0.637
3666,0.948
3667,0.076
3668,0.027
3669,0.108
3670,0.044
3671,0.045
3672,0.291
3673,0.977
3674,0.843
3675,0.033
3676,0.076
3677,0.65
3678,0.708
3679,0.0
3680,0.564
3681,0.0
3682,0.257
3683,0.002
3684,0.12
3685,0.005
3686,0.001
3687,0.0
3688,0.018
3689,0.047
3690,0.398
3691,0.024
3692,0.84
3693,0.062
3694,0.155
3695,0.002
3696,0.0
3697,0.018
3698,0.753
3699,0.004
3700,0.806
3701,0.086
3702,0.0
3703,0.122
3704,0.113
3705,0.16
3706,0.0
3707,0.923
3708,0.071
3709,0.284
3710,0.004
3711,0.057
3712,0.0
3713,0.012
3714,0.697
3715,0.002
3716,0.897
3717,0.003
3718,0.001
3719,0.031
3720,0.073
3721,0.797
3722,0.701
3723,0.836
3724,0.999
3725,0.0
3726,0.778
3727,0.822
3728,0.014
3729,0.005
3730,0.003
3731,0.152
3732,0.972
3733,0.894
3734,0.0
3735,0.085
3736,0.112
3737,0.0
3738,0.041
3739,0.003
3740,0.729
3741,0.168
3742,0.015
3743,0.019
3744,0.002
3745,0.014
3746,0.0
3747,0.046
3748,0.18
3749,0.626
3750,0.016
3751,0.076
3752,0.271
3753,0.0
3754,0.869
3755,0.016
3756,0.009
3757,0.152
3758,0.974
3759,0.008
3760,0.993
3761,0.06
3762,0.001
3763,0.637
3764,0.0
3765,0.006
3766,0.746
3767,0.0
3768,0.201
3769,0.0
3770,0.025
3771,0.015
3772,0.152
3773,0.001
3774,0.996
3775,0.0
3776,0.01
3777,0.347
3778,0.148
3779,0.17
3780,0.0
3781,0.0
3782,0.009
3783,0.392
3784,0.279
3785,0.001
3786,0.955
3787,0.08
3788,0.341
3789,0.947
3790,0.219
3791,0.002
3792,0.229
3793,0.0
3794,0.003
3795,0.736
3796,0.005
3797,0.111
3798,0.004
3799,0.043
3800,0.033
3801,0.001
3802,0.006
3803,0.0
3804,0.0
3805,0.0
3806,0.927
3807,0.0
3808,0.285
3809,0.677
3810,0.056
3811,0.016
3812,0.659
3813,0.019
3814,0.005
3815,0.0
3816,0.286
3817,0.923
3818,0.306
3819,0.0
3820,0.037
3821,0.144
3822,0.05
3823,0.092
3824,0.001
3825,0.0
3826,0.084
3827,0.07
3828,0.013
3829,0.958
3830,0.038
3831,0.845
3832,0.031
3833,0.291
3834,0.007
3835,0.0
3836,0.997
3837,0.043
3838,0.087
3839,0.008
3840,0.08
3841,0.0
3842,0.003
3843,0.016
3844,0.025
3845,0.732
3846,0.065
3847,0.696
3848,0.639
3849,0.024
3850,0.958
3851,0.0
3852,0.0
3853,0.0
3854,0.425
3855,0.007
3856,0.006
3857,0.076
3858,0.074
3859,0.024
3860,1.0
3861,0.026
3862,0.974
3863,0.113
3864,0.739
3865,0.691
3866,0.983
3867,0.785
3868,0.004
3869,0.044
3870,0.013
3871,0.394
3872,0.125
3873,0.001
3874,0.0
3875,0.011
3876,0.031
3877,0.035
3878,0.253
3879,0.7
3880,0.86
3881,0.001
3882,0.891
3883,0.127
3884,0.868
3885,0.0
3886,0.799
3887,0.344
3888,0.019
3889,0.838
3890,0.012
3891,0.0
3892,0.998
3893,0.03
3894,0.905
3895,0.442
3896,0.029
3897,0.0
3898,0.0
3899,0.0
3900,0.987
3901,0.0
3902,0.0
3903,0.006
3904,0.006
3905,0.077
3906,0.134
3907,0.0
3908,0.414
3909,0.37
3910,0.011
3911,0.715
3912,0.102
3913,0.282
3914,0.005
3915,0.684
3916,0.009
3917,0.0
3918,0.247
3919,0.053
3920,0.163
3921,0.002
3922,0.0
3923,0.1
3924,0.184
3925,0.086
3926,0.706
3927,0.982
3928,0.082
3929,0.781
3930,0.0
3931,0.021
3932,0.621
3933,0.061
3934,0.068
3935,0.0
3936,0.073
3937,0.046
3938,0.048
3939,0.247
3940,0.063
3941,0.006
3942,0.02
3943,0.011
3944,0.098
3945,0.94
3946,0.039
3947,0.002
3948,0.554
3949,0.002
3950,0.002
3951,0.028
3952,0.775
3953,0.132
3954,0.04
3955,0.0
3956,0.06
3957,0.012
3958,0.672
3959,0.78
3960,0.05
3961,0.34
3962,0.095
3963,0.001
3964,0.924
3965,0.072
3966,0.923
3967,0.069
3968,0.098
3969,0.032
3970,0.023
3971,0.046
3972,0.005
3973,0.0
3974,0.001
3975,0.004
3976,0.141
3977,0.0
3978,0.267
3979,0.079
3980,0.721
3981,0.001
3982,0.048
3983,0.686
3984,0.01
3985,0.001
3986,0.001
3987,0.262
3988,0.392
3989,0.003
3990,0.001
3991,0.0
3992,0.687
3993,0.07
3994,0.006
3995,0.01
3996,0.002
3997,0.069
3998,0.043
3999,0.009
4000,0.356
4001,0.0
4002,0.011
4003,0.001
4004,0.192
4005,0.704
4006,0.693
4007,0.045
4008,0.094
4009,0.075
4010,0.0
4011,0.065
4012,0.0
4013,0.0
4014,0.002
4015,0.083
4016,0.001
4017,0.114
4018,0.851
4019,0.095
4020,0.002
4021,0.0
4022,0.009
4023,0.0
4024,0.638
4025,0.146
4026,0.005
4027,0.031
4028,0.0
4029,0.157
4030,0.03
4031,0.796
4032,0.723
4033,0.001
4034,0.001
4035,0.52
4036,0.001
4037,0.001
4038,0.004
4039,0.014
4040,0.03
4041,0.04
4042,0.344
4043,0.014
4044,0.0
4045,0.063
4046,0.0
4047,0.001
4048,0.074
4049,0.039
4050,0.167
4051,0.091
4052,0.029
4053,0.809
4054,0.863
4055,0.995
4056,0.66
4057,0.0
4058,0.783
4059,0.002
4060,0.947
4061,0.002
4062,0.0
4063,0.0
4064,0.322
4065,0.082
4066,0.039
4067,0.072
4068,0.0
4069,0.0
4070,0.011
4071,0.032
4072,0.0
4073,0.034
4074,0.005
4075,0.995
4076,0.003
4077,0.585
4078,0.0
4079,0.053
4080,0.0
4081,0.0
4082,0.022
4083,0.003
4084,0.019
4085,0.027
4086,0.106
4087,0.955
4088,0.791
4089,0.0
4090,0.0
4091,0.079
4092,0.052
4093,0.169
4094,0.002
4095,0.282
4096,0.806
4097,0.985
4098,0.0
4099,0.27
4100,0.033
4101,0.16
4102,0.02
4103,0.001
4104,0.375
4105,0.018
4106,0.098
4107,0.092
4108,0.023
4109,0.027
4110,0.001
4111,0.164
4112,0.041
4113,0.002
4114,0.007
4115,0.97
4116,0.086
4117,0.007
4118,0.129
4119,0.027
4120,0.001
4121,0.346
4122,0.106
4123,0.001
4124,0.001
4125,0.135
4126,0.261
4127,1.0
4128,0.0
4129,0.0
4130,0.007
4131,0.99
4132,0.163
4133,0.799
4134,0.004
4135,0.0
4136,0.328
4137,0.987
4138,0.006
4139,0.0
4140,0.032
